1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.741195	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.623271	0.637505	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.504491	0.519763	0.562969	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.872290	0.780851	0.606933	0.546196	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.679214	0.600223	0.500092	0.398341	0.693466	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.053186	0.017774	0.040990	0.033872	0.045906	0.107655	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.493235	0.418797	0.405842	0.322868	0.473448	0.465197	0.079567	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.047036	0.037940	0.094449	0.117917	0.071795	0.036375	-0.001165	0.075585	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.497906	0.455262	0.357879	0.355055	0.492624	0.434362	0.013126	0.291964	0.039083	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.480487	0.398216	0.342051	0.245072	0.448516	0.519250	0.109977	0.354852	0.022976	0.334367	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.012572	0.026865	0.034754	0.012611	-0.030979	0.076124	0.024837	0.040628	0.050959	0.031329	0.047830	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.264610	0.305798	0.346794	0.239418	0.287603	0.300471	0.016051	0.354503	0.025805	0.211774	0.253978	0.071240	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.022245	0.024477	0.022647	0.080787	0.038165	-0.000288	0.038981	0.046258	-0.023869	0.016739	0.023021	0.000368	0.051549	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.729122	0.592189	0.502537	0.437103	0.710623	0.611174	0.034506	0.446428	0.008588	0.489092	0.477726	0.002387	0.239751	0.041398	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.190633	0.196390	0.159851	0.132842	0.159192	0.292836	0.046758	0.183688	-0.064809	0.113872	0.269625	0.076780	0.138083	-0.005318	0.204071	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.113569	0.059084	0.108763	0.018744	0.119270	0.129070	-0.034088	0.061464	0.071392	0.106093	0.082563	0.022230	0.029860	-0.047226	0.078682	0.032421	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.240806	0.236771	0.312135	0.220949	0.245092	0.249840	0.024088	0.260868	0.054733	0.162259	0.159579	0.047161	0.301440	0.023356	0.208629	0.130515	0.067173	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.041630	0.010641	-0.039203	0.023358	0.037724	0.022275	-0.031386	0.006162	-0.047609	0.024381	0.023964	-0.021003	0.015824	-0.015931	0.093145	0.005216	-0.041768	-0.063483	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
